ticket_id,action,option_type,K,iv,delta,gamma,theta,vega,rho
3,sell,call,277.5,0.64,0.49317264696748736,0.003682293833394193,-213.88936219828665,19.062130560207358,3.777815777429261
4,buy,put,280.0,0.65,-0.5334519934432659,0.015009818762943853,-204.12146336148885,19.149390948835787,-4.1618221880995065
5,buy,call,280.0,0.65,0.4682403128793053,0.014631705924446502,-217.88050590467006,19.167902575698825,3.547626634694634
6,sell,put,280.0,0.64,-0.5350917987485455,0.015977934567755803,-200.87714283657252,19.150749718540627,-4.1611526277322675
